Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	12	33	-	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	592	606	-	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	SMART	SM01007	Aldolase_II_2	125	310	1.0E-54	T	26-10-2021	IPR001303	Class II aldolase/adducin N-terminal	-	MetaCyc: PWY-4361|MetaCyc: PWY-5197|MetaCyc: PWY-5499|MetaCyc: PWY-6644|MetaCyc: PWY-6961|MetaCyc: PWY-7085|MetaCyc: PWY-7089|MetaCyc: PWY-7174|MetaCyc: PWY-7303|MetaCyc: PWY-7871|MetaCyc: PWY-7872|MetaCyc: PWY-7873|MetaCyc: PWY-7874|MetaCyc: PWY-8130|MetaCyc: PWY-8131|MetaCyc: PWY-8132|Reactome: R-CEL-5223345|Reactome: R-DME-111458|Reactome: R-DME-264870|Reactome: R-DME-5223345|Reactome: R-DME-9627069|Reactome: R-DRE-111458|Reactome: R-DRE-9627069|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-264870|Reactome: R-HSA-381038|Reactome: R-HSA-5223345|Reactome: R-HSA-9627069|Reactome: R-MMU-111458|Reactome: R-MMU-264870|Reactome: R-MMU-5223345|Reactome: R-MMU-9627069|Reactome: R-RNO-264870|Reactome: R-RNO-5223345
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	516	535	-	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	Pfam	PF00596	Class II Aldolase and Adducin N-terminal domain	126	310	3.9E-39	T	26-10-2021	IPR001303	Class II aldolase/adducin N-terminal	-	MetaCyc: PWY-4361|MetaCyc: PWY-5197|MetaCyc: PWY-5499|MetaCyc: PWY-6644|MetaCyc: PWY-6961|MetaCyc: PWY-7085|MetaCyc: PWY-7089|MetaCyc: PWY-7174|MetaCyc: PWY-7303|MetaCyc: PWY-7871|MetaCyc: PWY-7872|MetaCyc: PWY-7873|MetaCyc: PWY-7874|MetaCyc: PWY-8130|MetaCyc: PWY-8131|MetaCyc: PWY-8132|Reactome: R-CEL-5223345|Reactome: R-DME-111458|Reactome: R-DME-264870|Reactome: R-DME-5223345|Reactome: R-DME-9627069|Reactome: R-DRE-111458|Reactome: R-DRE-9627069|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-264870|Reactome: R-HSA-381038|Reactome: R-HSA-5223345|Reactome: R-HSA-9627069|Reactome: R-MMU-111458|Reactome: R-MMU-264870|Reactome: R-MMU-5223345|Reactome: R-MMU-9627069|Reactome: R-RNO-264870|Reactome: R-RNO-5223345
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	SUPERFAMILY	SSF53639	AraD/HMP-PK domain-like	119	329	1.69E-52	T	26-10-2021	IPR036409	Class II aldolase/adducin N-terminal domain superfamily	-	MetaCyc: PWY-4361|MetaCyc: PWY-5197|MetaCyc: PWY-5499|MetaCyc: PWY-6644|MetaCyc: PWY-6890|MetaCyc: PWY-6893|MetaCyc: PWY-6894|MetaCyc: PWY-6897|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-6910|MetaCyc: PWY-6961|MetaCyc: PWY-7085|MetaCyc: PWY-7089|MetaCyc: PWY-7174|MetaCyc: PWY-7282|MetaCyc: PWY-7303|MetaCyc: PWY-7356|MetaCyc: PWY-7357|MetaCyc: PWY-7871|MetaCyc: PWY-7872|MetaCyc: PWY-7873|MetaCyc: PWY-7874|MetaCyc: PWY-8130|MetaCyc: PWY-8131|MetaCyc: PWY-8132|Reactome: R-CEL-5223345|Reactome: R-DME-111458|Reactome: R-DME-264870|Reactome: R-DME-5223345|Reactome: R-DME-9627069|Reactome: R-DRE-111458|Reactome: R-DRE-9627069|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-264870|Reactome: R-HSA-381038|Reactome: R-HSA-5223345|Reactome: R-HSA-9627069|Reactome: R-MMU-111458|Reactome: R-MMU-264870|Reactome: R-MMU-5223345|Reactome: R-MMU-9627069|Reactome: R-RNO-264870|Reactome: R-RNO-5223345
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	PANTHER	PTHR10672	ADDUCIN	28	469	0.0	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	Gene3D	G3DSA:3.40.225.10	-	113	366	4.8E-74	T	26-10-2021	IPR036409	Class II aldolase/adducin N-terminal domain superfamily	-	MetaCyc: PWY-4361|MetaCyc: PWY-5197|MetaCyc: PWY-5499|MetaCyc: PWY-6644|MetaCyc: PWY-6890|MetaCyc: PWY-6893|MetaCyc: PWY-6894|MetaCyc: PWY-6897|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-6910|MetaCyc: PWY-6961|MetaCyc: PWY-7085|MetaCyc: PWY-7089|MetaCyc: PWY-7174|MetaCyc: PWY-7282|MetaCyc: PWY-7303|MetaCyc: PWY-7356|MetaCyc: PWY-7357|MetaCyc: PWY-7871|MetaCyc: PWY-7872|MetaCyc: PWY-7873|MetaCyc: PWY-7874|MetaCyc: PWY-8130|MetaCyc: PWY-8131|MetaCyc: PWY-8132|Reactome: R-CEL-5223345|Reactome: R-DME-111458|Reactome: R-DME-264870|Reactome: R-DME-5223345|Reactome: R-DME-9627069|Reactome: R-DRE-111458|Reactome: R-DRE-9627069|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-264870|Reactome: R-HSA-381038|Reactome: R-HSA-5223345|Reactome: R-HSA-9627069|Reactome: R-MMU-111458|Reactome: R-MMU-264870|Reactome: R-MMU-5223345|Reactome: R-MMU-9627069|Reactome: R-RNO-264870|Reactome: R-RNO-5223345
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	570	650	-	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	26-10-2021	-	-
Dgigantea.XP_028391049.1	a0d19f84584c795c13eaacb63214fa81	650	MobiDBLite	mobidb-lite	consensus disorder prediction	636	650	-	T	26-10-2021	-	-
